,ï»¿S_No,State,st_case,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,fatals,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,Cname,Sname,lighting,climate,drunk
64,65,1,10065,2,3,2650,31,1,2015,7,10,47,30.45154444,-87.680225,1,1,0,1,99,99,10,51,99,99,ROBERTSDALE,Alabama,Daylight,Clear,FALSE
65,66,1,10066,2,101,2130,8,2,2015,1,1,41,32.32658333,-86.29738611,3,10,1,1,1,46,1,54,2,22,MONTGOMERY,Alabama,Dark,Unknown,TRUE
66,67,1,10067,8,81,200,11,2,2015,4,11,41,32.61580556,-85.50796111,1,1,0,1,11,55,12,14,99,99,AUBURN,Alabama,Daylight,Clear,FALSE
68,69,1,10069,2,97,2100,15,2,2015,1,21,8,30.68153889,-88.06909444,3,1,1,1,21,10,21,14,88,88,MOBILE,Alabama,Dark,Clear,TRUE
70,71,1,10071,4,95,50,20,2,2015,6,22,30,34.2806,-86.19588056,6,3,0,1,99,99,22,45,99,99,ALBERTVILLE,Alabama,Dark,Rain,FALSE
71,72,1,10072,1,73,350,22,2,2015,1,19,0,33.44571389,-86.73578611,3,1,0,1,99,99,19,10,99,99,BIRMINGHAM,Alabama,Dark,Clear,FALSE
72,73,1,10073,1,73,350,20,2,2015,6,23,0,33.53994444,-86.87020833,2,1,0,1,99,99,23,8,88,88,BIRMINGHAM,Alabama,Dark,Clear,FALSE
73,74,1,10074,4,73,1710,16,2,2015,2,5,17,33.45167778,-86.8184,3,1,0,1,99,99,5,28,99,99,HOMEWOOD,Alabama,Dark,Clear,FALSE
76,77,1,10077,1,81,2340,23,2,2015,2,18,43,32.679275,-85.37018056,2,10,0,1,99,99,18,51,88,88,OPELIKA,Alabama,Dark,Unknown,FALSE
77,78,1,10078,1,125,3050,24,2,2015,3,15,52,33.2262,-87.53260833,1,10,0,1,99,99,15,59,88,88,TUSCALOOSA,Alabama,Daylight,Unknown,FALSE
81,82,1,10082,1,3,1210,24,2,2015,3,21,14,30.43372222,-87.6492,2,1,0,1,21,12,21,17,22,17,FOLEY,Alabama,Dark,Clear,FALSE
83,84,1,10084,3,125,2260,1,3,2015,1,10,25,33.234175,-87.63861667,1,1,1,1,99,99,10,31,99,99,NORTHPORT,Alabama,Daylight,Clear,TRUE
85,86,1,10086,4,89,1730,1,3,2015,1,17,58,34.77878611,-86.65703889,3,2,1,1,99,99,18,7,99,99,HUNTSVILLE,Alabama,Dark,Rain,TRUE
88,89,1,10089,1,97,2550,3,3,2015,3,18,56,30.74889167,-88.13165833,2,1,1,1,99,99,19,0,99,99,PRICHARD,Alabama,Dark,Clear,TRUE
89,90,1,10090,2,73,350,5,3,2015,5,18,25,33.49488056,-86.86086944,3,10,0,1,99,99,18,30,88,88,BIRMINGHAM,Alabama,Dark,Unknown,FALSE
90,91,1,10091,4,97,2550,3,3,2015,3,10,52,30.73507222,-88.08218056,1,1,0,1,99,99,11,2,99,99,PRICHARD,Alabama,Daylight,Clear,FALSE
91,92,1,10092,3,81,2340,8,3,2015,1,19,10,32.61657222,-85.37138889,2,1,0,1,19,16,19,19,19,39,OPELIKA,Alabama,Dark,Clear,FALSE
94,95,1,10095,15,101,2130,2,3,2015,2,8,7,32.28422222,-86.34324444,1,5,0,3,8,39,8,46,99,99,MONTGOMERY,Alabama,Daylight,Snow,FALSE
96,97,1,10097,2,115,160,18,2,2015,4,7,48,33.8332,-86.261,1,10,0,2,7,58,7,59,88,88,ASHVILLE,Alabama,Daylight,Unknown,FALSE
97,98,1,10098,1,69,930,28,2,2015,7,19,57,31.25823611,-85.43218611,3,10,0,1,99,99,20,2,88,88,DOTHAN,Alabama,Dark,Unknown,FALSE
100,101,1,10102,1,101,2130,14,3,2015,7,3,38,32.35867222,-86.24773611,3,2,1,1,3,40,3,50,4,4,MONTGOMERY,Alabama,Dark,Rain,TRUE
102,103,1,10104,3,3,2650,5,3,2015,5,15,3,30.56744167,-87.66604722,1,10,0,2,99,99,15,9,99,99,ROBERTSDALE,Alabama,Daylight,Unknown,FALSE
103,104,1,10105,2,77,1200,6,3,2015,6,99,99,34.78616389,-87.69790833,2,1,1,1,4,48,5,0,5,7,FLORENCE,Alabama,Dark,Clear,TRUE
106,107,1,10108,3,15,2325,13,3,2015,6,19,21,33.76190556,-86.04343056,2,2,0,1,99,99,19,55,99,99,OHATCHEE,Alabama,Dark,Rain,FALSE
112,113,1,10114,2,3,860,1,4,2015,4,22,49,30.66108056,-87.87046944,2,1,1,1,99,99,23,5,99,99,DAPHNE,Alabama,Dark,Clear,TRUE
116,117,1,10118,2,103,890,8,3,2015,1,4,34,34.56162222,-86.97040556,3,1,1,1,99,99,4,46,99,99,DECATUR,Alabama,Dark,Clear,TRUE
118,119,1,10120,2,115,160,3,3,2015,3,13,27,33.84600556,-86.27015,1,10,0,1,99,99,13,32,99,99,ASHVILLE,Alabama,Daylight,Unknown,FALSE
119,120,1,10121,3,51,3270,8,3,2015,1,14,15,32.54603889,-86.18844444,1,1,0,1,99,99,14,30,99,99,WETUMPKA,Alabama,Daylight,Clear,FALSE
122,123,1,10124,1,89,1970,16,3,2015,2,10,4,34.67851667,-86.74731667,1,1,0,1,99,99,10,9,99,99,MADISON,Alabama,Daylight,Clear,FALSE
126,127,1,10128,1,63,1213,20,3,2015,6,21,45,32.65625,-87.87543889,2,1,0,1,88,88,88,88,88,88,FORKLAND,Alabama,Dark,Clear,FALSE
127,128,1,10129,3,49,2564,24,3,2015,3,7,15,34.49746111,-85.85248056,1,1,0,1,99,99,7,16,99,99,RAINSVILLE,Alabama,Daylight,Clear,FALSE
128,129,1,10130,3,97,2100,24,3,2015,3,8,20,30.69029167,-88.02360278,1,10,0,1,99,99,8,27,99,99,MOBILE,Alabama,Daylight,Unknown,FALSE
130,131,1,10132,3,89,1970,26,3,2015,5,4,36,34.72875556,-86.75015278,3,1,0,1,99,99,4,43,99,99,MADISON,Alabama,Dark,Clear,FALSE
135,136,1,10137,2,73,350,30,3,2015,2,19,15,33.47045,-86.87328889,5,1,0,1,99,99,19,27,99,99,BIRMINGHAM,Alabama,Dusk,Clear,FALSE
136,137,1,10138,4,55,2822,3,4,2015,6,19,50,33.90453611,-86.02566667,2,1,0,1,99,99,19,52,99,99,SOUTHSIDE,Alabama,Dark,Clear,FALSE
137,138,1,10139,4,43,830,3,4,2015,6,11,29,34.21063056,-86.88754444,1,10,0,1,99,99,11,39,99,99,CULLMAN,Alabama,Daylight,Unknown,FALSE
141,142,1,10143,2,101,2130,23,3,2015,2,0,38,32.32344444,-86.23832778,3,1,2,1,99,99,0,44,88,88,MONTGOMERY,Alabama,Dark,Clear,TRUE
142,143,1,10144,4,101,2130,24,3,2015,3,19,48,32.36861667,-86.35498056,3,1,1,1,99,99,20,15,99,99,MONTGOMERY,Alabama,Dark,Clear,TRUE
143,144,1,10145,3,55,1280,24,3,2015,3,20,0,33.996975,-86.09063611,3,1,0,1,99,99,20,5,99,99,GADSDEN,Alabama,Dark,Clear,FALSE
144,145,1,10146,4,49,2564,28,3,2015,7,20,4,34.47056667,-85.78625,2,1,1,1,99,99,20,7,99,99,RAINSVILLE,Alabama,Dark,Clear,TRUE
151,152,1,10153,6,51,3270,6,4,2015,2,17,25,32.47788056,-86.19813611,1,2,0,1,99,99,17,29,99,99,WETUMPKA,Alabama,Daylight,Rain,FALSE
153,154,1,10155,3,73,350,30,3,2015,2,20,50,33.61813611,-86.685,2,1,0,1,99,99,20,58,99,99,BIRMINGHAM,Alabama,Dark,Clear,FALSE
154,155,1,10156,1,97,2716,17,4,2015,6,13,42,30.87624722,-88.04591944,1,1,0,1,99,99,13,56,88,88,SATSUMA,Alabama,Daylight,Clear,FALSE
155,156,1,10157,2,101,2130,27,3,2015,6,5,20,32.36128333,-86.32179722,3,1,0,1,99,99,5,31,99,99,MONTGOMERY,Alabama,Dark,Clear,FALSE
157,158,1,10159,1,127,2400,12,2,2015,5,11,42,33.76413611,-87.27437778,1,1,0,1,99,99,12,0,99,99,PARRISH,Alabama,Daylight,Clear,FALSE
158,159,1,10160,1,73,330,14,3,2015,7,22,9,33.408075,-86.93732778,3,1,0,1,99,99,22,16,99,99,BESSEMER,Alabama,Dark,Clear,FALSE
159,160,1,10161,3,109,3040,30,3,2015,2,15,27,31.83838056,-85.99281389,1,1,0,1,99,99,15,31,99,99,TROY,Alabama,Daylight,Clear,FALSE
160,161,1,10162,1,113,2440,2,4,2015,5,6,5,32.49611111,-85.01460278,2,1,0,1,99,99,6,12,99,99,PHENIX CITY,Alabama,Dark,Clear,FALSE
161,162,1,10163,2,101,2130,4,4,2015,7,5,50,32.32692222,-86.28206944,3,10,0,1,99,99,6,6,99,99,MONTGOMERY,Alabama,Dark,Unknown,FALSE
164,165,1,10166,1,81,200,10,4,2015,6,3,15,32.61595,-85.49899167,3,10,1,1,3,20,3,25,88,88,AUBURN,Alabama,Dark,Unknown,TRUE
165,166,1,10167,1,125,718,11,4,2015,7,23,45,33.17655278,-87.30551667,2,10,1,1,99,99,0,9,88,88,COALING,Alabama,Dark,Unknown,TRUE
166,167,1,10168,2,51,2940,12,4,2015,1,0,51,32.56443611,-85.93123889,2,1,1,1,99,99,0,57,99,99,TALLASSEE,Alabama,Dark,Clear,TRUE
174,175,1,10176,1,19,1852,16,4,2015,5,7,20,34.18084444,-85.76155278,1,10,0,1,99,99,7,25,88,88,LEESBURG,Alabama,Daylight,Unknown,FALSE
175,176,1,10177,4,5,720,16,4,2015,5,20,5,31.70562778,-85.59275278,3,2,0,1,99,99,20,40,99,99,CLIO,Alabama,Dark,Rain,FALSE
176,177,1,10178,1,73,330,18,4,2015,7,21,49,33.38305,-86.94081111,2,2,0,1,99,99,21,58,88,88,BESSEMER,Alabama,Dark,Rain,FALSE
177,178,1,10179,2,95,50,18,4,2015,7,10,22,34.27261667,-86.19847778,1,10,0,1,99,99,10,30,99,99,ALBERTVILLE,Alabama,Daylight,Unknown,FALSE
181,182,1,10183,1,47,2760,17,4,2015,6,20,15,32.43308333,-87.04990278,3,10,0,1,20,9,20,19,20,41,SELMA,Alabama,Dark,Unknown,FALSE
183,184,1,10185,1,73,330,22,4,2015,4,14,38,33.39529167,-86.95479167,1,1,0,1,14,38,14,41,88,88,BESSEMER,Alabama,Daylight,Clear,FALSE
186,187,1,10188,4,73,3080,25,4,2015,7,12,50,33.60119722,-86.57146667,1,1,1,1,99,99,12,56,99,99,TRUSSVILLE,Alabama,Daylight,Clear,TRUE
190,191,1,10192,1,101,2130,28,4,2015,3,8,11,32.36698056,-86.14332222,1,1,0,1,99,99,8,15,88,88,MONTGOMERY,Alabama,Daylight,Clear,FALSE
192,193,1,10194,2,3,1011,17,4,2015,6,18,39,30.36303056,-87.59561389,1,1,1,1,99,99,18,52,99,99,ELBERTA,Alabama,Daylight,Clear,TRUE
193,194,1,10195,3,73,350,22,4,2015,4,9,36,33.528825,-86.74684444,1,1,1,2,9,39,9,49,10,7,BIRMINGHAM,Alabama,Daylight,Clear,TRUE
195,196,1,10197,2,125,3050,25,4,2015,7,20,38,33.17261667,-87.477725,3,10,1,1,20,40,20,41,88,88,TUSCALOOSA,Alabama,Dark,Unknown,TRUE
199,200,1,10201,1,95,400,30,4,2015,5,23,0,34.21392778,-86.13927222,2,1,0,1,99,99,23,18,88,88,BOAZ,Alabama,Dark,Clear,FALSE
203,204,1,10205,2,73,1716,5,5,2015,3,0,17,33.407825,-86.76304444,2,1,1,1,0,20,0,28,1,2,HOOVER,Alabama,Dark,Clear,TRUE
204,205,1,10206,2,101,2130,2,4,2015,5,19,32,32.32687222,-86.273175,3,1,0,1,19,41,19,42,20,0,MONTGOMERY,Alabama,Dark,Clear,FALSE
205,206,1,10207,2,17,3111,16,4,2015,5,20,6,32.81164167,-85.17035,3,2,0,1,20,10,20,15,20,30,VALLEY,Alabama,Dark,Rain,FALSE
206,207,1,10208,1,125,3050,20,4,2015,2,23,0,33.19108333,-87.46343333,2,10,0,1,23,1,23,7,23,32,TUSCALOOSA,Alabama,Dark,Unknown,FALSE
207,208,1,10209,2,77,1200,23,4,2015,5,13,9,34.83666111,-87.65181667,1,1,0,1,99,99,13,16,88,88,FLORENCE,Alabama,Daylight,Clear,FALSE
208,209,1,10210,1,17,3111,25,4,2015,7,19,0,32.81228611,-85.17083056,1,10,0,1,19,2,19,13,19,27,VALLEY,Alabama,Daylight,Unknown,FALSE
212,213,1,10214,3,55,1370,30,4,2015,5,20,35,33.91519167,-85.91348056,2,1,1,1,99,99,20,51,88,88,GLENCOE,Alabama,Dark,Clear,TRUE
213,214,1,10215,1,73,350,2,5,2015,7,22,30,33.51839722,-86.850275,3,1,0,1,22,38,22,45,23,4,BIRMINGHAM,Alabama,Dark,Clear,FALSE
214,215,1,10216,5,97,2550,3,5,2015,1,17,43,30.771375,-88.17473889,1,1,0,1,99,99,17,47,99,99,PRICHARD,Alabama,Daylight,Clear,FALSE
215,216,1,10217,1,125,3050,4,5,2015,2,0,50,33.23294722,-87.41972778,2,1,1,1,99,99,1,0,88,88,TUSCALOOSA,Alabama,Dark,Clear,TRUE
216,217,1,10218,3,87,3070,4,5,2015,2,11,0,32.45510833,-85.68898889,1,1,0,1,99,99,11,10,99,99,TUSKEGEE,Alabama,Daylight,Clear,FALSE
221,222,1,10223,7,3,1210,1,5,2015,6,21,7,30.40665,-87.70856944,3,1,1,1,21,7,21,14,21,43,FOLEY,Alabama,Dark,Clear,TRUE
222,223,1,10224,1,33,2190,4,5,2015,2,21,6,34.72234167,-87.63496667,2,1,0,1,99,99,21,10,99,99,MUSCLE SHOALS,Alabama,Dark,Clear,FALSE
223,224,1,10225,2,101,2130,2,4,2015,5,22,23,32.33015,-86.23213056,3,1,1,1,99,99,22,28,88,88,MONTGOMERY,Alabama,Dark,Clear,TRUE
225,226,1,10227,1,125,3050,8,5,2015,6,11,15,33.18373889,-87.44763333,1,1,0,1,11,17,11,21,88,88,TUSCALOOSA,Alabama,Daylight,Clear,FALSE
227,228,1,10229,3,15,100,4,5,2015,2,6,59,33.61511389,-85.76906944,1,1,0,1,99,99,7,7,99,99,ANNISTON,Alabama,Daylight,Clear,FALSE
228,229,1,10230,2,21,700,24,5,2015,1,9,25,32.88801944,-86.62379722,1,1,0,1,99,99,9,40,99,99,CLANTON,Alabama,Daylight,Clear,FALSE
229,230,1,10231,2,17,3111,23,5,2015,7,20,0,32.80710833,-85.22606389,1,1,0,1,20,2,20,7,21,0,VALLEY,Alabama,Daylight,Clear,FALSE
230,231,1,10232,4,101,2130,11,5,2015,2,20,49,32.36118056,-86.18275556,3,1,0,1,20,36,20,53,21,26,MONTGOMERY,Alabama,Dark,Clear,FALSE
233,234,1,10235,1,101,2130,8,5,2015,6,19,33,32.36733056,-86.32124722,1,1,0,1,19,1,19,19,88,88,MONTGOMERY,Alabama,Daylight,Clear,FALSE
240,241,1,10242,1,113,2440,10,5,2015,1,0,10,32.44434444,-85.03772222,2,1,1,1,99,99,0,22,88,88,PHENIX CITY,Alabama,Dark,Clear,TRUE
244,245,1,10246,1,131,2490,14,5,2015,5,21,58,31.97318333,-87.58413889,2,10,0,1,99,99,22,22,88,88,PINE HILL,Alabama,Dark,Unknown,FALSE
245,246,1,10247,1,97,2550,15,5,2015,6,21,31,30.74800833,-88.11728333,2,2,0,1,99,99,21,33,88,88,PRICHARD,Alabama,Dark,Rain,FALSE
249,250,1,10251,7,19,1852,18,5,2015,2,15,18,34.17649167,-85.78791667,1,1,0,1,99,99,15,25,99,99,LEESBURG,Alabama,Daylight,Clear,FALSE
250,251,1,10252,2,15,2370,20,5,2015,4,5,57,33.60283333,-85.98659167,1,1,0,1,99,99,6,8,99,99,OXFORD,Alabama,Daylight,Clear,FALSE
251,252,1,10253,2,55,2822,20,5,2015,4,6,3,33.84518056,-86.050325,1,1,1,1,99,99,6,15,88,88,SOUTHSIDE,Alabama,Daylight,Clear,TRUE
254,255,1,10256,1,97,2100,20,5,2015,4,20,41,30.64512778,-88.10200278,5,1,0,1,99,99,20,48,99,99,MOBILE,Alabama,Dusk,Clear,FALSE
256,257,1,10258,2,117,530,21,5,2015,5,14,0,33.16313333,-86.75501944,1,10,0,1,99,99,14,7,99,99,CALERA,Alabama,Daylight,Unknown,FALSE
257,258,1,10259,2,59,3130,22,5,2015,6,16,55,34.368425,-88.04374167,1,1,0,1,17,6,17,13,17,37,VINA,Alabama,Daylight,Clear,FALSE
262,263,1,10264,1,113,2440,20,5,2015,4,22,7,32.46113056,-85.01983611,3,1,0,1,99,99,22,12,99,99,PHENIX CITY,Alabama,Dark,Clear,FALSE
263,264,1,10265,4,15,2370,27,5,2015,4,5,25,33.60566667,-85.84304444,4,10,0,1,99,99,5,39,99,99,OXFORD,Alabama,Dawn,Unknown,FALSE
264,265,1,10266,2,97,690,26,5,2015,3,14,15,31.03937778,-88.23173889,1,1,0,1,14,20,14,30,88,88,CITRONELLE,Alabama,Daylight,Clear,FALSE
265,266,1,10267,2,73,350,25,5,2015,2,15,5,33.4932,-86.91936389,1,10,0,1,99,99,15,15,99,99,BIRMINGHAM,Alabama,Daylight,Unknown,FALSE
266,267,1,10268,1,3,1493,27,5,2015,4,9,0,30.26576667,-87.64966944,1,10,0,1,9,2,9,14,9,25,GULF SHORES,Alabama,Daylight,Unknown,FALSE
268,269,1,10270,3,89,1730,29,5,2015,6,20,17,34.77149167,-86.65099167,3,10,1,1,99,99,20,23,99,99,HUNTSVILLE,Alabama,Dark,Unknown,TRUE
269,270,1,10271,3,9,2811,29,5,2015,6,22,16,34.10728056,-86.376,3,1,0,1,99,99,22,31,99,99,SNEAD,Alabama,Dark,Clear,FALSE
270,271,1,10272,3,73,350,31,5,2015,1,18,48,33.57411667,-86.71670833,1,10,1,1,18,53,18,56,99,99,BIRMINGHAM,Alabama,Daylight,Unknown,TRUE
276,277,1,10278,2,89,1730,4,6,2015,5,3,29,34.72722222,-86.60376944,6,10,0,1,99,99,3,37,99,99,HUNTSVILLE,Alabama,Dark,Unknown,FALSE
278,279,1,10280,4,97,2716,15,6,2015,2,21,52,30.84921944,-88.07545833,2,1,1,1,21,52,22,0,22,28,SATSUMA,Alabama,Dark,Clear,TRUE
280,281,1,10282,1,3,1210,28,4,2015,3,20,10,30.39219722,-87.6757,2,10,0,1,20,10,20,14,20,40,FOLEY,Alabama,Dark,Unknown,FALSE
284,285,1,10286,7,115,2410,30,5,2015,7,14,36,33.59051667,-86.24565556,1,1,0,1,99,99,14,43,15,2,PELL CITY,Alabama,Daylight,Clear,FALSE
285,286,1,10287,2,67,10,1,6,2015,2,7,10,31.57391111,-85.25958889,1,5,0,1,99,99,7,21,99,99,ABBEVILLE,Alabama,Daylight,Snow,FALSE
287,288,1,10289,1,103,1130,2,6,2015,3,21,10,34.37938889,-86.89854167,3,1,0,1,99,99,21,20,88,88,FALKVILLE,Alabama,Dark,Clear,FALSE
290,291,1,10292,1,33,2190,5,6,2015,6,3,28,34.70028611,-87.64122778,2,1,0,1,99,99,3,30,99,99,MUSCLE SHOALS,Alabama,Dark,Clear,FALSE
291,292,1,10293,2,71,2850,6,6,2015,7,19,32,34.88746944,-85.85918889,1,1,0,1,99,99,19,48,99,99,STEVENSON,Alabama,Daylight,Clear,FALSE
293,294,1,10295,1,101,2130,8,6,2015,2,5,20,32.37700278,-86.20938333,4,99,0,1,99,99,5,30,88,88,MONTGOMERY,Alabama,Dawn,Unknown,FALSE
296,297,1,10298,1,69,930,11,6,2015,5,15,57,31.27593056,-85.45453611,1,10,0,1,99,99,16,8,88,88,DOTHAN,Alabama,Daylight,Unknown,FALSE
298,299,1,10300,2,101,2130,14,6,2015,1,2,55,32.32671111,-86.33138333,3,1,0,1,99,99,3,15,99,99,MONTGOMERY,Alabama,Dark,Clear,FALSE
299,300,1,10301,2,97,2713,12,6,2015,6,1,15,30.89518056,-88.11371944,2,10,1,1,99,99,1,31,99,99,SARALAND,Alabama,Dark,Unknown,TRUE
301,302,1,10303,4,13,1460,14,6,2015,1,2,23,31.82324444,-86.63178889,3,1,2,1,99,99,2,28,99,99,GREENVILLE,Alabama,Dark,Clear,TRUE
302,303,1,10304,7,97,2100,6,6,2015,7,20,30,30.60804722,-88.14563056,2,10,1,1,99,99,20,40,99,99,MOBILE,Alabama,Dark,Unknown,TRUE
306,307,1,10308,5,73,350,14,6,2015,1,4,21,33.57873611,-86.71105556,2,1,0,2,99,99,4,30,99,99,BIRMINGHAM,Alabama,Dark,Clear,FALSE
308,309,1,10310,1,125,3050,20,6,2015,7,8,15,33.23051389,-87.50806667,1,10,0,1,99,99,8,22,88,88,TUSCALOOSA,Alabama,Daylight,Unknown,FALSE
309,310,1,10311,1,73,330,21,6,2015,1,2,3,33.39745833,-86.94592222,2,10,1,1,99,99,2,7,88,88,BESSEMER,Alabama,Dark,Unknown,TRUE
310,311,1,10312,1,29,1620,20,6,2015,7,2,15,33.65770278,-85.51803056,3,1,1,1,99,99,2,55,88,88,HEFLIN,Alabama,Dark,Clear,TRUE
311,312,1,10313,1,95,400,23,6,2015,3,14,52,34.22945833,-86.11441111,1,1,1,1,99,99,15,2,88,88,BOAZ,Alabama,Daylight,Clear,TRUE
312,313,1,10314,2,43,830,14,6,2015,1,17,33,34.20768611,-86.88051944,1,1,1,1,99,99,17,39,88,88,CULLMAN,Alabama,Daylight,Clear,TRUE
322,323,1,10324,2,63,1070,21,6,2015,1,18,51,32.83172778,-87.88100833,1,1,0,1,99,99,19,5,99,99,EUTAW,Alabama,Daylight,Clear,FALSE
327,328,1,10329,2,15,100,26,6,2015,6,5,38,33.62571667,-85.91920278,1,1,0,1,99,99,5,44,99,99,ANNISTON,Alabama,Daylight,Clear,FALSE
329,330,1,10331,1,59,2690,26,6,2015,6,21,3,34.50978889,-87.71746111,2,10,0,1,99,99,21,9,99,99,RUSSELLVILLE,Alabama,Dark,Unknown,FALSE
330,331,1,10332,2,71,2850,25,6,2015,5,6,1,34.82531944,-85.84085833,1,5,0,1,6,0,6,21,88,88,STEVENSON,Alabama,Daylight,Snow,FALSE
341,342,1,10343,18,97,2100,2,7,2015,5,13,40,30.66173611,-88.05686389,1,1,0,1,99,99,13,48,99,99,MOBILE,Alabama,Daylight,Clear,FALSE
342,343,1,10344,2,73,1716,1,7,2015,4,17,25,33.38652778,-86.78304444,1,1,0,1,17,25,17,31,88,88,HOOVER,Alabama,Daylight,Clear,FALSE
344,345,1,10346,1,55,1280,2,5,2015,7,0,22,34.01663611,-86.01120833,3,1,1,1,0,32,1,3,1,50,GADSDEN,Alabama,Dark,Clear,TRUE
348,349,1,10350,2,89,1730,22,6,2015,2,22,27,34.74958056,-86.63308889,3,1,0,1,99,99,22,30,99,99,HUNTSVILLE,Alabama,Dark,Clear,FALSE
355,356,1,10357,1,101,2130,7,7,2015,3,22,18,32.32656111,-86.31230278,3,1,0,1,99,99,22,22,99,99,MONTGOMERY,Alabama,Dark,Clear,FALSE
356,357,1,10358,3,99,1240,2,7,2015,5,21,43,31.45066111,-87.37621111,3,1,0,2,99,99,21,50,99,99,FRISCO CITY,Alabama,Dark,Clear,FALSE
357,358,1,10359,2,77,1865,7,7,2015,3,14,8,34.97008889,-87.37729444,1,1,0,1,99,99,14,26,88,88,LEXINGTON,Alabama,Daylight,Clear,FALSE
358,359,1,10360,4,117,2405,8,7,2015,4,6,35,33.2886,-86.76373333,1,1,0,2,6,39,6,47,7,14,PELHAM,Alabama,Daylight,Clear,FALSE
360,361,1,10362,2,101,2130,28,7,2015,3,3,12,32.32817778,-86.33501667,3,1,1,1,99,99,3,25,88,88,MONTGOMERY,Alabama,Dark,Clear,TRUE
362,363,1,10364,2,73,1110,29,7,2015,4,5,21,33.48886667,-86.91803333,4,1,0,1,99,99,5,25,88,88,FAIRFIELD,Alabama,Dawn,Clear,FALSE
363,364,1,10365,2,83,170,29,7,2015,4,21,49,34.81004167,-86.94252222,2,1,0,1,99,99,22,2,88,88,ATHENS,Alabama,Dark,Clear,FALSE
365,366,1,10367,1,97,2550,23,7,2015,5,13,58,30.79723889,-88.15143889,1,1,1,1,99,99,14,2,99,99,PRICHARD,Alabama,Daylight,Clear,TRUE
366,367,1,10368,3,125,3050,25,7,2015,7,0,10,33.20943889,-87.56973611,3,1,1,1,99,99,0,15,99,99,TUSCALOOSA,Alabama,Dark,Clear,TRUE
368,369,1,10370,3,73,3125,28,7,2015,3,9,10,33.42816389,-86.79049722,1,10,0,1,99,99,9,15,99,99,VESTAVIA HILLS,Alabama,Daylight,Unknown,FALSE
371,372,1,10373,2,15,100,19,7,2015,1,8,10,33.61514167,-85.76897222,1,10,0,1,99,99,8,15,88,88,ANNISTON,Alabama,Daylight,Unknown,FALSE
374,375,1,10376,1,73,1716,1,7,2015,4,7,16,33.38422778,-86.80725,1,5,0,1,99,99,7,22,99,99,HOOVER,Alabama,Daylight,Snow,FALSE
378,379,1,10380,2,31,1030,1,7,2015,4,0,55,31.36060278,-85.858325,3,1,0,1,99,99,1,4,99,99,ENTERPRISE,Alabama,Dark,Clear,FALSE
387,388,1,10389,2,73,350,14,6,2015,1,1,15,33.50545556,-86.84618611,2,1,0,1,99,99,1,20,88,88,BIRMINGHAM,Alabama,Dark,Clear,FALSE
389,390,1,10391,3,127,1780,11,7,2015,7,12,35,33.795175,-87.23925278,1,1,0,1,99,99,12,44,88,88,JASPER,Alabama,Daylight,Clear,FALSE
391,392,1,10393,2,73,350,17,7,2015,6,10,50,33.51315556,-86.89942222,1,1,0,1,99,99,10,52,99,99,BIRMINGHAM,Alabama,Daylight,Clear,FALSE
397,398,1,10399,1,113,2440,19,7,2015,1,19,30,32.48848889,-84.99760556,1,1,0,1,99,99,20,11,88,88,PHENIX CITY,Alabama,Daylight,Clear,FALSE
400,401,1,10402,2,101,2130,25,7,2015,7,6,30,32.31933056,-86.20178611,1,1,0,1,99,99,6,36,88,88,MONTGOMERY,Alabama,Daylight,Clear,FALSE
403,404,1,10405,3,97,807,6,7,2015,2,20,40,30.88503056,-88.04110833,5,1,0,1,99,99,20,55,88,88,CREOLA,Alabama,Dusk,Clear,FALSE
408,409,1,10410,2,39,2350,1,8,2015,7,12,20,31.30744167,-86.24598333,1,1,0,1,99,99,12,24,99,99,OPP,Alabama,Daylight,Clear,FALSE
411,412,1,10413,1,73,350,26,7,2015,1,2,15,33.49925,-86.86685833,2,1,0,1,99,99,2,43,99,99,BIRMINGHAM,Alabama,Dark,Clear,FALSE
414,415,1,10416,2,95,1500,7,8,2015,6,17,30,34.39347778,-86.27450556,1,1,0,1,99,99,17,35,99,99,GUNTERSVILLE,Alabama,Daylight,Clear,FALSE
417,418,1,10419,3,71,2850,7,8,2015,6,10,54,34.86875556,-85.81436667,1,1,0,2,99,99,11,6,88,88,STEVENSON,Alabama,Daylight,Clear,FALSE
424,425,1,10426,1,69,930,4,8,2015,3,14,24,31.19299444,-85.37962778,1,1,0,1,99,99,14,26,88,88,DOTHAN,Alabama,Daylight,Clear,FALSE
427,428,1,10429,1,117,350,5,8,2015,4,5,35,33.42797778,-86.70725278,1,1,0,1,99,99,5,46,88,88,BIRMINGHAM,Alabama,Daylight,Clear,FALSE
430,431,1,10432,1,97,2100,12,8,2015,4,17,55,30.69178333,-88.16156389,1,1,0,1,99,99,18,0,99,99,MOBILE,Alabama,Daylight,Clear,FALSE
431,432,1,10433,1,73,350,13,8,2015,5,1,20,33.51111389,-86.82348611,3,1,0,1,99,99,1,28,88,88,BIRMINGHAM,Alabama,Dark,Clear,FALSE
