S_No,State,ST_CASE,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,FATALS,Cname,Sname
251,1,10252,2,15,2370,20,5,2015,4,5,57,33.60283333,-85.98659167,1,1,0,1,OXFORD,Alabama
252,1,10253,2,55,2822,20,5,2015,4,6,3,33.84518056,-86.050325,1,1,1,1,SOUTHSIDE,Alabama
255,1,10256,1,97,2100,20,5,2015,4,20,41,30.64512778,-88.10200278,5,1,0,1,MOBILE,Alabama
257,1,10258,2,117,530,21,5,2015,5,14,0,33.16313333,-86.75501944,1,10,0,1,CALERA,Alabama
258,1,10259,2,59,3130,22,5,2015,6,16,55,34.368425,-88.04374167,1,1,0,1,VINA,Alabama
263,1,10264,1,113,2440,20,5,2015,4,22,7,32.46113056,-85.01983611,3,1,0,1,PHENIX CITY,Alabama
264,1,10265,4,15,2370,27,5,2015,4,5,25,33.60566667,-85.84304444,4,10,0,1,OXFORD,Alabama
265,1,10266,2,97,690,26,5,2015,3,14,15,31.03937778,-88.23173889,1,1,0,1,CITRONELLE,Alabama
266,1,10267,2,73,350,25,5,2015,2,15,5,33.4932,-86.91936389,1,10,0,1,BIRMINGHAM,Alabama
267,1,10268,1,3,1493,27,5,2015,4,9,0,30.26576667,-87.64966944,1,10,0,1,GULF SHORES,Alabama
269,1,10270,3,89,1730,29,5,2015,6,20,17,34.77149167,-86.65099167,3,10,1,1,HUNTSVILLE,Alabama
270,1,10271,3,9,2811,29,5,2015,6,22,16,34.10728056,-86.376,3,1,0,1,SNEAD,Alabama
271,1,10272,3,73,350,31,5,2015,1,18,48,33.57411667,-86.71670833,1,10,1,1,BIRMINGHAM,Alabama
277,1,10278,2,89,1730,4,6,2015,5,3,29,34.72722222,-86.60376944,6,10,0,1,HUNTSVILLE,Alabama
279,1,10280,4,97,2716,15,6,2015,2,21,52,30.84921944,-88.07545833,2,1,1,1,SATSUMA,Alabama
281,1,10282,1,3,1210,28,4,2015,3,20,10,30.39219722,-87.6757,2,10,0,1,FOLEY,Alabama
285,1,10286,7,115,2410,30,5,2015,7,14,36,33.59051667,-86.24565556,1,1,0,1,PELL CITY,Alabama
286,1,10287,2,67,10,1,6,2015,2,7,10,31.57391111,-85.25958889,1,5,0,1,ABBEVILLE,Alabama
288,1,10289,1,103,1130,2,6,2015,3,21,10,34.37938889,-86.89854167,3,1,0,1,FALKVILLE,Alabama
291,1,10292,1,33,2190,5,6,2015,6,3,28,34.70028611,-87.64122778,2,1,0,1,MUSCLE SHOALS,Alabama
292,1,10293,2,71,2850,6,6,2015,7,19,32,34.88746944,-85.85918889,1,1,0,1,STEVENSON,Alabama
294,1,10295,1,101,2130,8,6,2015,2,5,20,32.37700278,-86.20938333,4,99,0,1,MONTGOMERY,Alabama
297,1,10298,1,69,930,11,6,2015,5,15,57,31.27593056,-85.45453611,1,10,0,1,DOTHAN,Alabama
299,1,10300,2,101,2130,14,6,2015,1,2,55,32.32671111,-86.33138333,3,1,0,1,MONTGOMERY,Alabama
300,1,10301,2,97,2713,12,6,2015,6,1,15,30.89518056,-88.11371944,2,10,1,1,SARALAND,Alabama
302,1,10303,4,13,1460,14,6,2015,1,2,23,31.82324444,-86.63178889,3,1,2,1,GREENVILLE,Alabama
303,1,10304,7,97,2100,6,6,2015,7,20,30,30.60804722,-88.14563056,2,10,1,1,MOBILE,Alabama
307,1,10308,5,73,350,14,6,2015,1,4,21,33.57873611,-86.71105556,2,1,0,2,BIRMINGHAM,Alabama
309,1,10310,1,125,3050,20,6,2015,7,8,15,33.23051389,-87.50806667,1,10,0,1,TUSCALOOSA,Alabama
310,1,10311,1,73,330,21,6,2015,1,2,3,33.39745833,-86.94592222,2,10,1,1,BESSEMER,Alabama
311,1,10312,1,29,1620,20,6,2015,7,2,15,33.65770278,-85.51803056,3,1,1,1,HEFLIN,Alabama
312,1,10313,1,95,400,23,6,2015,3,14,52,34.22945833,-86.11441111,1,1,1,1,BOAZ,Alabama
313,1,10314,2,43,830,14,6,2015,1,17,33,34.20768611,-86.88051944,1,1,1,1,CULLMAN,Alabama
323,1,10324,2,63,1070,21,6,2015,1,18,51,32.83172778,-87.88100833,1,1,0,1,EUTAW,Alabama
328,1,10329,2,15,100,26,6,2015,6,5,38,33.62571667,-85.91920278,1,1,0,1,ANNISTON,Alabama
330,1,10331,1,59,2690,26,6,2015,6,21,3,34.50978889,-87.71746111,2,10,0,1,RUSSELLVILLE,Alabama
331,1,10332,2,71,2850,25,6,2015,5,6,1,34.82531944,-85.84085833,1,5,0,1,STEVENSON,Alabama
342,1,10343,18,97,2100,2,7,2015,5,13,40,30.66173611,-88.05686389,1,1,0,1,MOBILE,Alabama
343,1,10344,2,73,1716,1,7,2015,4,17,25,33.38652778,-86.78304444,1,1,0,1,HOOVER,Alabama
345,1,10346,1,55,1280,2,5,2015,7,0,22,34.01663611,-86.01120833,3,1,1,1,GADSDEN,Alabama
349,1,10350,2,89,1730,22,6,2015,2,22,27,34.74958056,-86.63308889,3,1,0,1,HUNTSVILLE,Alabama
356,1,10357,1,101,2130,7,7,2015,3,22,18,32.32656111,-86.31230278,3,1,0,1,MONTGOMERY,Alabama
357,1,10358,3,99,1240,2,7,2015,5,21,43,31.45066111,-87.37621111,3,1,0,2,FRISCO CITY,Alabama
358,1,10359,2,77,1865,7,7,2015,3,14,8,34.97008889,-87.37729444,1,1,0,1,LEXINGTON,Alabama
359,1,10360,4,117,2405,8,7,2015,4,6,35,33.2886,-86.76373333,1,1,0,2,PELHAM,Alabama
361,1,10362,2,101,2130,28,7,2015,3,3,12,32.32817778,-86.33501667,3,1,1,1,MONTGOMERY,Alabama
363,1,10364,2,73,1110,29,7,2015,4,5,21,33.48886667,-86.91803333,4,1,0,1,FAIRFIELD,Alabama
364,1,10365,2,83,170,29,7,2015,4,21,49,34.81004167,-86.94252222,2,1,0,1,ATHENS,Alabama
366,1,10367,1,97,2550,23,7,2015,5,13,58,30.79723889,-88.15143889,1,1,1,1,PRICHARD,Alabama
367,1,10368,3,125,3050,25,7,2015,7,0,10,33.20943889,-87.56973611,3,1,1,1,TUSCALOOSA,Alabama
369,1,10370,3,73,3125,28,7,2015,3,9,10,33.42816389,-86.79049722,1,10,0,1,VESTAVIA HILLS,Alabama
372,1,10373,2,15,100,19,7,2015,1,8,10,33.61514167,-85.76897222,1,10,0,1,ANNISTON,Alabama
375,1,10376,1,73,1716,1,7,2015,4,7,16,33.38422778,-86.80725,1,5,0,1,HOOVER,Alabama
379,1,10380,2,31,1030,1,7,2015,4,0,55,31.36060278,-85.858325,3,1,0,1,ENTERPRISE,Alabama
388,1,10389,2,73,350,14,6,2015,1,1,15,33.50545556,-86.84618611,2,1,0,1,BIRMINGHAM,Alabama
390,1,10391,3,127,1780,11,7,2015,7,12,35,33.795175,-87.23925278,1,1,0,1,JASPER,Alabama
392,1,10393,2,73,350,17,7,2015,6,10,50,33.51315556,-86.89942222,1,1,0,1,BIRMINGHAM,Alabama
398,1,10399,1,113,2440,19,7,2015,1,19,30,32.48848889,-84.99760556,1,1,0,1,PHENIX CITY,Alabama
401,1,10402,2,101,2130,25,7,2015,7,6,30,32.31933056,-86.20178611,1,1,0,1,MONTGOMERY,Alabama
404,1,10405,3,97,807,6,7,2015,2,20,40,30.88503056,-88.04110833,5,1,0,1,CREOLA,Alabama
409,1,10410,2,39,2350,1,8,2015,7,12,20,31.30744167,-86.24598333,1,1,0,1,OPP,Alabama
412,1,10413,1,73,350,26,7,2015,1,2,15,33.49925,-86.86685833,2,1,0,1,BIRMINGHAM,Alabama
415,1,10416,2,95,1500,7,8,2015,6,17,30,34.39347778,-86.27450556,1,1,0,1,GUNTERSVILLE,Alabama
418,1,10419,3,71,2850,7,8,2015,6,10,54,34.86875556,-85.81436667,1,1,0,2,STEVENSON,Alabama
425,1,10426,1,69,930,4,8,2015,3,14,24,31.19299444,-85.37962778,1,1,0,1,DOTHAN,Alabama
428,1,10429,1,117,350,5,8,2015,4,5,35,33.42797778,-86.70725278,1,1,0,1,BIRMINGHAM,Alabama
431,1,10432,1,97,2100,12,8,2015,4,17,55,30.69178333,-88.16156389,1,1,0,1,MOBILE,Alabama
432,1,10433,1,73,350,13,8,2015,5,1,20,33.51111389,-86.82348611,3,1,0,1,BIRMINGHAM,Alabama
434,1,10435,2,19,630,14,8,2015,6,15,0,34.18810556,-85.63244167,1,1,1,1,CENTRE,Alabama
448,1,10449,1,123,840,14,8,2015,6,22,41,32.812775,-85.78398056,3,1,0,1,DADEVILLE,Alabama
451,1,10452,1,73,350,2,8,2015,1,4,16,33.51014167,-86.86953333,3,1,1,1,BIRMINGHAM,Alabama
452,1,10453,1,71,2850,14,8,2015,6,7,27,34.82614167,-85.84038056,1,1,1,1,STEVENSON,Alabama
456,1,10457,1,101,2130,24,8,2015,2,13,3,32.29776111,-86.33868611,1,10,0,1,MONTGOMERY,Alabama
458,1,10459,3,125,3050,22,8,2015,7,2,22,33.26021111,-87.53336667,2,10,1,1,TUSCALOOSA,Alabama
460,1,10461,2,21,1790,12,8,2015,4,23,28,32.94123889,-86.73683333,9,1,0,1,JEMISON,Alabama
462,1,10463,3,81,2812,13,8,2015,5,9,21,32.54768333,-85.10202222,1,1,1,1,SMITHS,Alabama
463,1,10464,4,125,2260,5,8,2015,4,14,19,33.29833056,-87.59918333,1,1,0,1,NORTHPORT,Alabama
464,1,10465,1,109,3040,23,8,2015,1,20,54,31.81560556,-85.96984444,3,1,0,1,TROY,Alabama
465,1,10466,2,101,2130,24,8,2015,2,12,40,32.27793333,-86.30704444,1,10,0,1,MONTGOMERY,Alabama
468,1,10469,2,33,660,26,7,2015,1,15,45,34.75413889,-87.97131667,1,1,0,1,CHEROKEE,Alabama
469,1,10470,1,19,610,14,8,2015,6,13,9,34.22065556,-85.59025556,1,10,0,1,CEDAR BLUFF,Alabama
476,1,10477,1,133,1953,31,8,2015,2,10,30,34.05227778,-87.54701667,1,10,0,1,LYNN,Alabama
477,1,10478,2,71,2720,3,9,2015,5,12,52,34.62778889,-86.05103611,1,1,0,1,SCOTTSBORO,Alabama
479,1,10480,1,73,350,8,8,2015,7,19,27,33.51985278,-86.85704722,1,1,0,1,BIRMINGHAM,Alabama
481,1,10482,1,73,350,6,9,2015,1,11,49,33.5211,-86.84784444,1,1,0,1,BIRMINGHAM,Alabama
482,1,10483,6,77,1200,1,8,2015,7,15,39,34.82931389,-87.66733611,1,1,0,1,FLORENCE,Alabama
484,1,10485,1,131,540,29,8,2015,7,21,15,31.98090278,-87.21265,2,10,1,1,CAMDEN,Alabama
488,1,10489,2,73,350,4,9,2015,6,21,13,33.54090556,-86.81627778,3,1,0,1,BIRMINGHAM,Alabama
493,1,10494,2,73,350,7,9,2015,2,15,45,33.53893889,-86.86906667,1,1,0,1,BIRMINGHAM,Alabama
495,1,10496,1,97,670,19,8,2015,4,22,2,30.78199444,-88.09885,3,1,0,1,CHICKASAW,Alabama
497,1,10498,1,69,930,28,8,2015,6,22,35,31.26866389,-85.44585278,2,1,0,1,DOTHAN,Alabama
498,1,10499,2,43,830,29,8,2015,7,18,18,34.18858333,-86.82737778,1,2,0,1,CULLMAN,Alabama
499,1,10500,1,113,2440,3,9,2015,5,20,26,32.45874722,-85.08882222,3,1,0,1,PHENIX CITY,Alabama
500,1,10501,3,97,2100,5,9,2015,7,1,7,30.67998611,-88.07411111,3,10,1,1,MOBILE,Alabama
504,1,10505,2,129,2090,10,9,2015,5,9,57,31.60698056,-88.33253611,1,1,0,1,MILLRY,Alabama
505,1,10506,1,103,890,10,9,2015,5,17,12,34.49216389,-86.96534722,1,1,1,1,DECATUR,Alabama
506,1,10507,2,101,2130,13,9,2015,1,23,5,32.30544722,-86.40833056,3,1,1,1,MONTGOMERY,Alabama
508,1,10509,2,113,2440,13,9,2015,1,3,49,32.50234722,-85.00952222,2,1,0,1,PHENIX CITY,Alabama
510,1,10511,1,97,2550,14,9,2015,2,0,47,30.760275,-88.15331389,2,1,1,1,PRICHARD,Alabama
513,1,10514,1,117,530,14,9,2015,2,1,18,33.16858056,-86.69533333,2,1,0,1,CALERA,Alabama
514,1,10515,1,89,1730,16,9,2015,4,19,0,34.66584722,-86.77598056,3,10,0,1,HUNTSVILLE,Alabama
516,1,10517,2,125,3050,19,9,2015,7,0,44,33.174225,-87.55517222,3,1,1,1,TUSCALOOSA,Alabama
517,1,10518,3,73,1440,4,8,2015,3,23,2,33.64369722,-86.97374444,2,1,0,1,GRAYSVILLE,Alabama
518,1,10519,2,77,2832,3,7,2015,6,21,28,34.87323333,-87.60404167,2,1,1,2,ST. FLORIAN,Alabama
520,1,10521,2,53,470,18,8,2015,3,14,49,31.09681111,-87.082125,1,1,0,1,BREWTON,Alabama
521,1,10522,3,77,1200,31,8,2015,2,12,0,34.84385833,-87.66106944,1,1,0,1,FLORENCE,Alabama
525,1,10526,1,63,1070,19,9,2015,7,21,45,32.84420833,-87.89558611,2,1,0,1,EUTAW,Alabama
529,1,10530,2,125,3050,18,9,2015,6,1,15,33.222925,-87.53211389,3,1,1,1,TUSCALOOSA,Alabama
530,1,10531,1,97,3278,20,9,2015,1,22,10,30.8135,-88.36096944,2,1,0,1,WILMER,Alabama
536,1,10537,4,73,350,24,9,2015,5,14,40,33.52110278,-86.84503056,1,1,0,1,BIRMINGHAM,Alabama
539,1,10540,1,117,1716,4,9,2015,6,23,24,33.28007778,-86.89893333,2,1,1,1,HOOVER,Alabama
543,1,10544,2,15,100,14,9,2015,2,18,38,33.63628056,-85.82541667,1,1,0,1,ANNISTON,Alabama
546,1,10547,1,97,2100,23,9,2015,4,19,15,30.64865833,-88.16042222,3,1,0,1,MOBILE,Alabama
547,1,10548,2,73,350,24,9,2015,5,11,9,33.54351111,-86.76575556,1,1,0,1,BIRMINGHAM,Alabama
551,1,10552,2,41,1950,26,9,2015,7,20,5,31.69662222,-86.26620833,3,1,0,1,LUVERNE,Alabama
554,1,10555,2,39,2350,30,9,2015,4,19,12,31.27591944,-86.279625,3,1,0,1,OPP,Alabama
555,1,10556,1,3,1493,1,10,2015,5,13,50,30.27928333,-87.66872778,1,1,0,1,GULF SHORES,Alabama
557,1,10558,2,101,2130,2,10,2015,6,8,53,32.33771389,-86.26100278,1,2,0,1,MONTGOMERY,Alabama
558,1,10559,1,89,1730,2,10,2015,6,22,30,34.73721389,-86.58598056,3,10,0,1,HUNTSVILLE,Alabama
561,1,10562,4,73,350,4,10,2015,1,14,25,33.47675,-86.86969444,1,1,0,1,BIRMINGHAM,Alabama
563,1,10564,1,73,350,8,10,2015,5,19,50,33.67101389,-86.68320278,2,10,0,1,BIRMINGHAM,Alabama
564,1,10565,1,73,350,9,10,2015,6,22,14,33.54058056,-86.87094722,3,2,0,1,BIRMINGHAM,Alabama
565,1,10566,1,71,2720,9,10,2015,6,11,40,34.71501667,-86.02821111,1,1,0,1,SCOTTSBORO,Alabama
566,1,10567,3,117,530,9,10,2015,6,17,24,33.11495278,-86.78328056,1,1,0,1,CALERA,Alabama
567,1,10568,1,117,2405,10,10,2015,7,3,54,33.32760278,-86.78229444,2,2,0,1,PELHAM,Alabama
568,1,10569,1,73,350,10,10,2015,7,3,30,33.57072222,-86.75655556,2,10,0,1,BIRMINGHAM,Alabama
569,1,10570,6,125,3050,11,10,2015,1,0,58,33.15509167,-87.52488056,2,1,1,1,TUSCALOOSA,Alabama
575,1,10576,3,101,2130,21,10,2015,4,4,0,32.36799722,-86.29971111,3,1,1,1,MONTGOMERY,Alabama
576,1,10577,4,73,350,18,10,2015,1,16,53,33.47543056,-86.87436944,1,1,0,1,BIRMINGHAM,Alabama
577,1,10578,2,73,350,16,10,2015,6,20,50,33.54599444,-86.815575,2,1,0,1,BIRMINGHAM,Alabama
582,1,10583,11,39,2350,21,10,2015,4,7,10,31.25424444,-86.28699167,1,1,0,1,OPP,Alabama
583,1,10584,3,97,2550,25,10,2015,1,20,30,30.72959722,-88.08598333,5,1,0,1,PRICHARD,Alabama
584,1,10585,1,89,1730,26,10,2015,2,5,47,34.73094167,-86.574475,3,2,0,1,HUNTSVILLE,Alabama
587,1,10588,2,71,1690,27,10,2015,3,21,0,34.71025,-85.97109722,2,2,0,1,HOLLYWOOD,Alabama
589,1,10590,1,97,2100,30,10,2015,6,23,5,30.725225,-88.06959167,3,10,0,1,MOBILE,Alabama
591,1,10592,7,113,2440,31,10,2015,7,2,22,32.46871111,-85.10393611,2,1,1,1,PHENIX CITY,Alabama
592,1,10593,2,73,350,1,11,2015,1,11,0,33.53385556,-86.86739167,9,99,0,2,BIRMINGHAM,Alabama
594,1,10595,3,73,1270,4,11,2015,4,11,45,33.59909444,-86.79931111,1,10,0,1,FULTONDALE,Alabama
595,1,10596,1,73,330,12,11,2015,5,12,48,33.33316667,-86.98207222,1,1,0,1,BESSEMER,Alabama
596,1,10597,1,43,830,9,11,2015,2,18,15,34.19544444,-86.86799167,2,2,0,1,CULLMAN,Alabama
597,1,10598,1,73,1710,9,11,2015,2,9,10,33.43235,-86.840775,1,10,0,1,HOMEWOOD,Alabama
598,1,10599,1,45,2380,9,11,2015,2,17,20,31.47219167,-85.65845556,2,2,0,1,OZARK,Alabama
605,1,10606,1,89,1730,22,11,2015,1,22,15,34.69824167,-86.61802222,3,1,0,1,HUNTSVILLE,Alabama
606,1,10607,6,3,1210,10,11,2015,3,19,30,30.45072222,-87.66615833,2,1,0,1,FOLEY,Alabama
608,1,10609,1,115,2410,8,10,2015,5,19,38,33.61667778,-86.25313889,3,1,0,1,PELL CITY,Alabama
609,1,10610,2,103,890,8,10,2015,5,8,24,34.54958889,-86.94064722,1,1,1,1,DECATUR,Alabama
611,1,10612,1,113,2440,11,10,2015,1,15,47,32.48992222,-85.03072778,1,1,0,1,PHENIX CITY,Alabama
613,1,10614,3,51,3270,17,10,2015,7,5,36,32.55229444,-86.18315,2,1,1,1,WETUMPKA,Alabama
614,1,10615,2,55,1280,17,10,2015,7,23,51,34.01503611,-86.00018056,3,1,0,1,GADSDEN,Alabama
625,1,10626,2,33,2190,4,11,2015,4,20,7,34.74459167,-87.65674444,3,1,0,1,MUSCLE SHOALS,Alabama
626,1,10627,1,73,330,6,11,2015,6,13,55,33.41503056,-86.9388,1,1,0,1,BESSEMER,Alabama
628,1,10629,2,97,2100,7,11,2015,7,17,50,30.69184167,-88.06217222,2,2,0,1,MOBILE,Alabama
629,1,10630,1,25,1760,8,11,2015,1,2,8,31.52877222,-87.89223056,3,2,1,1,JACKSON,Alabama
630,1,10631,4,7,620,12,11,2015,5,14,57,32.95847778,-87.14749722,1,1,0,1,CENTREVILLE,Alabama
635,1,10636,4,95,1430,15,11,2015,1,10,3,34.51198333,-86.260325,1,1,1,1,GRANT,Alabama
637,1,10638,1,71,2720,28,11,2015,7,18,28,34.59913056,-86.065575,2,1,0,1,SCOTTSBORO,Alabama
640,1,10641,2,5,1050,20,11,2015,6,21,8,31.87639167,-85.24622778,2,1,0,1,EUFAULA,Alabama
642,1,10643,1,3,1120,20,11,2015,6,0,58,30.51916111,-87.91388333,3,1,1,1,FAIRHOPE,Alabama
646,1,10647,2,97,2550,27,11,2015,6,17,42,30.74911389,-88.11390278,3,1,0,1,PRICHARD,Alabama
651,1,10652,2,81,2340,6,12,2015,1,19,39,32.71009722,-85.30756389,2,1,0,1,OPELIKA,Alabama
652,1,10653,1,109,510,8,10,2015,5,99,99,31.73289167,-85.84028889,6,1,0,1,BRUNDIDGE,Alabama
654,1,10655,3,51,3270,18,11,2015,4,15,37,32.48815278,-86.20971944,1,2,0,1,WETUMPKA,Alabama
657,1,10658,1,73,350,1,12,2015,3,19,47,33.48817222,-86.88777778,3,2,0,1,BIRMINGHAM,Alabama
660,1,10661,1,73,350,4,12,2015,6,17,39,33.507825,-86.8247,3,1,0,1,BIRMINGHAM,Alabama
661,1,10662,1,97,2100,5,12,2015,7,18,10,30.71065556,-88.09281389,3,1,0,1,MOBILE,Alabama
663,1,10664,3,3,2890,5,12,2015,7,17,20,30.48675278,-87.70835556,2,1,0,1,SUMMERDALE,Alabama
668,1,10669,1,101,2130,9,12,2015,4,6,8,32.36864167,-86.28384444,3,1,0,1,MONTGOMERY,Alabama
669,1,10670,2,73,350,10,12,2015,5,22,47,33.42656111,-86.70551667,2,1,0,1,BIRMINGHAM,Alabama
672,1,10673,2,73,1716,9,12,2015,4,0,53,33.38043333,-86.81579167,2,1,1,1,HOOVER,Alabama
673,1,10674,6,73,330,19,12,2015,7,23,42,33.38782778,-86.98707222,2,1,0,1,BESSEMER,Alabama
674,1,10675,2,101,2130,9,12,2015,4,17,22,32.30571667,-86.40632222,2,1,0,1,MONTGOMERY,Alabama
675,1,10676,1,123,60,13,12,2015,1,10,24,32.92732778,-85.90738889,1,10,0,1,ALEXANDER CITY,Alabama
678,1,10679,1,73,330,17,12,2015,5,10,0,33.39771111,-87.04559722,1,10,0,1,BESSEMER,Alabama
679,1,10680,4,51,3270,16,12,2015,4,13,15,32.49594444,-86.215525,1,2,0,1,WETUMPKA,Alabama
693,1,10694,1,73,350,21,12,2015,2,16,20,33.60813333,-86.70830833,3,2,0,1,BIRMINGHAM,Alabama
694,1,10695,2,49,1632,22,12,2015,3,17,55,34.60711944,-85.72939167,2,5,0,1,HENAGAR,Alabama
695,1,10696,1,97,2100,23,12,2015,4,3,10,30.70858889,-88.20665278,3,2,1,1,MOBILE,Alabama
696,1,10697,2,73,350,23,12,2015,4,10,22,33.45938333,-86.88507778,1,1,0,1,BIRMINGHAM,Alabama
699,1,10700,1,119,1920,3,10,2015,7,6,48,32.56511667,-88.19975556,4,10,1,1,LIVINGSTON,Alabama
700,1,10701,5,31,1030,16,12,2015,4,7,40,31.30448889,-85.81487778,1,10,0,3,ENTERPRISE,Alabama
701,1,10702,1,89,1730,17,12,2015,5,21,53,34.65942222,-86.4833,2,1,0,1,HUNTSVILLE,Alabama
702,1,10703,3,73,3125,19,12,2015,7,11,8,33.44533889,-86.79119722,1,1,0,1,VESTAVIA HILLS,Alabama
704,1,10705,1,97,2175,27,12,2015,1,12,46,31.09479167,-88.03418889,1,10,0,1,MOUNT VERNON,Alabama
706,1,10707,2,61,1340,29,12,2015,3,7,24,31.07761667,-85.88289722,1,10,0,1,GENEVA,Alabama
712,1,10713,1,89,1730,2,9,2015,4,10,0,34.71420833,-86.64348611,1,10,0,1,HUNTSVILLE,Alabama
723,1,10724,1,71,2720,26,10,2015,2,13,50,34.62593056,-86.01226667,1,2,0,1,SCOTTSBORO,Alabama
735,1,10736,1,93,1540,8,10,2015,5,6,17,34.14089444,-87.98901111,1,1,0,1,HAMILTON,Alabama
749,1,10750,2,55,1280,28,10,2015,4,16,4,34.00601944,-86.00098889,1,1,0,1,GADSDEN,Alabama
752,1,10753,4,109,510,11,11,2015,4,18,16,31.72035833,-85.83107222,3,10,0,1,BRUNDIDGE,Alabama
760,1,10761,2,71,2720,3,11,2015,3,7,35,99.9999,999.9999,1,2,0,1,SCOTTSBORO,Alabama
765,1,10766,1,17,1820,25,12,2015,6,20,0,32.89868611,-85.40932222,6,1,0,1,LAFAYETTE,Alabama
766,1,10767,2,83,170,13,10,2015,3,15,57,34.77699444,-86.91676111,1,10,0,1,ATHENS,Alabama
767,1,10768,1,83,170,7,11,2015,7,21,58,34.76329722,-86.93436667,2,1,1,1,ATHENS,Alabama
768,1,10769,1,83,170,6,9,2015,1,20,30,34.73156667,-86.95717222,3,1,0,1,ATHENS,Alabama
769,1,10770,4,83,170,11,8,2015,3,12,55,34.73114444,-86.95717222,1,1,0,1,ATHENS,Alabama
770,1,10771,1,53,470,2,12,2015,4,8,0,31.07761944,-87.12002222,1,10,0,1,BREWTON,Alabama
784,2,20001,1,170,2790,5,2,2015,5,0,22,61.54298611,-149.5521472,3,1,1,1,WASILLA,Alaska
785,2,20002,2,20,130,9,1,2015,6,20,1,61.21169444,-149.7334639,3,1,0,1,ANCHORAGE,Alaska
786,2,20003,2,20,130,21,1,2015,4,2,22,61.190625,-149.7728194,3,1,0,1,ANCHORAGE,Alaska
787,2,20004,2,90,770,7,2,2015,7,0,33,64.76810833,-147.4114333,2,1,1,1,FAIRBANKS,Alaska
788,2,20005,5,20,130,4,3,2015,4,13,34,61.19340556,-149.8678667,1,10,0,1,ANCHORAGE,Alaska
789,2,20006,6,170,2000,12,3,2015,5,18,6,61.48637222,-149.2472444,1,1,0,1,PALMER,Alaska
790,2,20007,2,170,0,22,3,2015,1,21,1,61.56684722,-149.0431333,2,1,1,1,DENALI BOROUGH,Alaska
791,2,20008,1,20,130,27,3,2015,6,10,38,61.19478889,-149.8829,1,1,0,1,ANCHORAGE,Alaska
792,2,20009,5,20,130,3,4,2015,6,16,35,61.45258611,-149.3710528,1,1,0,2,ANCHORAGE,Alaska
793,2,20010,1,170,2640,4,4,2015,7,99,99,62.31885556,-150.449375,1,1,1,1,TRAPPER CREEK,Alaska
794,2,20011,1,90,770,6,4,2015,2,6,99,64.84527778,-147.9892833,3,1,0,1,FAIRBANKS,Alaska
795,2,20012,1,170,2790,19,4,2015,1,17,1,61.48190833,-149.7086222,1,10,1,1,WASILLA,Alaska
796,2,20013,1,20,130,19,4,2015,1,4,30,61.19558056,-149.7936833,3,2,1,1,ANCHORAGE,Alaska
797,2,20014,1,170,2790,3,5,2015,1,14,28,61.60461389,-149.3511111,1,1,1,1,WASILLA,Alaska
798,2,20015,2,20,130,9,5,2015,7,18,27,61.25916944,-149.6462778,1,10,0,1,ANCHORAGE,Alaska
799,2,20016,2,170,2000,16,5,2015,7,14,54,61.55133889,-149.1970361,1,1,0,1,PALMER,Alaska
800,2,20017,1,16,2710,5,4,2015,1,14,3,53.87790833,-166.5495556,1,1,1,1,UNALASKA,Alaska
801,2,20018,1,50,2725,2,5,2015,7,14,45,61.536425,-160.3389222,1,1,1,1,UPPER KALSKAG,Alaska
802,2,20019,4,20,130,27,5,2015,4,20,17,61.36143889,-149.5186472,1,1,1,1,ANCHORAGE,Alaska
803,2,20020,1,290,2520,26,4,2015,1,21,12,65.17655833,-152.0126167,5,1,1,1,TANANA,Alaska
804,2,20021,1,20,130,29,5,2015,6,14,41,61.17650833,-149.9404083,1,1,0,1,ANCHORAGE,Alaska
805,2,20022,1,170,2640,23,5,2015,7,8,30,62.28430556,-150.2490611,1,10,0,1,TRAPPER CREEK,Alaska
806,2,20023,1,90,770,11,6,2015,5,1,31,64.82381111,-147.9279889,1,1,1,1,FAIRBANKS,Alaska
807,2,20024,1,90,770,13,6,2015,7,23,14,64.76969722,-147.2901194,1,1,1,1,FAIRBANKS,Alaska
808,2,20025,1,20,130,19,6,2015,6,23,30,61.18970833,-149.7333806,1,10,0,1,ANCHORAGE,Alaska
809,2,20026,1,122,120,17,6,2015,4,16,2,59.89885,-151.7617861,1,1,0,1,ANCHOR POINT,Alaska
810,2,20027,6,20,850,3,7,2015,6,19,8,60.94176389,-149.2155639,1,1,1,1,GIRDWOOD,Alaska
811,2,20028,5,20,130,3,7,2015,6,1,4,61.18076389,-149.9134194,3,1,1,1,ANCHORAGE,Alaska
812,2,20029,1,20,2168,6,7,2015,2,17,11,60.78573333,-148.8397222,3,10,0,1,PORTAGE,Alaska
813,2,20030,2,201,1313,20,6,2015,7,5,14,55.61724167,-132.9329194,1,10,0,1,KLAWOCK,Alaska
814,2,20031,5,170,2000,24,7,2015,6,22,55,61.55173056,-149.2026028,5,1,0,2,PALMER,Alaska
815,2,20032,1,60,1700,25,7,2015,7,4,16,58.73788611,-156.8787333,2,10,0,1,NAKNEK,Alaska
816,2,20033,1,20,130,31,7,2015,6,1,38,61.22420556,-149.8029389,3,1,0,1,ANCHORAGE,Alaska
